Edge ID,SCATS_Source,SCATS_Target,Source,Target,Path Length (m),Path Nodes
A034,3662,2820,1522834359,9070355555,2075.94,"1522834359 ,1522566268 ,9742747346 ,309978787 ,1522977020 ,9742747348 ,4288151637 ,1522566362 ,1522834394 ,1522566359 ,1522566389 ,1522566382 ,1522566380 ,1522566189 ,1522566225 ,6206971628 ,4790942640 ,3207124713 ,1522566198 ,1522566199 ,1522566195 ,1522566360 ,1522566137 ,1522566279 ,1522566140 ,1522566234 ,9156027510 ,3207124710 ,3207124702 ,3899192731 ,3207124700 ,3207124679 ,3207124676 ,11373792990 ,3207120857 ,309991301 ,11385635413 ,11373265197 ,11373264868 ,309978829 ,11373264869 ,11373265242 ,11373264870 ,11373265244 ,11373264871 ,11373264872 ,309978830 ,11373265246 ,11373792912 ,309027826 ,11373792917 ,370479304 ,11373792922 ,11373792921 ,11373792958 ,11373792920 ,11373792913 ,11373792959 ,370479305 ,11373792966 ,309978934 ,8751453133 ,11373330552 ,127422134 ,11373330559 ,2421241632 ,127369224 ,127369223 ,11015567473 ,127413037 ,11373330564 ,7324931746 ,7433815800 ,2407880670 ,3374118775 ,9070355554 ,127362670 ,9070355555"
A035,3682,3126,12154636990,12154642419,1092.85,"12154636990 ,7404419250 ,1804824233 ,1804824231 ,8859363208 ,8859363209 ,1152187395 ,1905073787 ,1152187367 ,11946842914 ,1804824216 ,1804824237 ,7404509442 ,9140923942 ,5158278051 ,12154621694 ,1804824245 ,12154642419"
A036,3127,3682,21643788,12154636990,2873.95,"21643788 ,1607261656 ,7404761481 ,8614072389 ,730607978 ,5458565114 ,314498602 ,4682893289 ,314481070 ,9236523013 ,4682893294 ,21643821 ,311427799 ,9236523006 ,4682885059 ,12476534788 ,311427934 ,12476534793 ,276364471 ,7404536576 ,311428737 ,339949086 ,7404536574 ,311428173 ,3418910771 ,311428747 ,311428174 ,12154621674 ,12557602915 ,1316688420 ,1316688428 ,339948303 ,1837365587 ,1837365589 ,1837365598 ,1837365631 ,276057210 ,311428897 ,276052250 ,276052251 ,276052252 ,276052253 ,276052254 ,276052255 ,276052256 ,311428896 ,311428898 ,1296107547 ,4681527519 ,332544826 ,12154656301 ,2259845466 ,1655218287 ,1655218264 ,1655218249 ,12154641736 ,1655220589 ,1837365645 ,1316686925 ,1837365646 ,1804824204 ,7404453045 ,12154656322 ,1655360423 ,2259845481 ,12154636990"
A037,3682,2200,12154636990,9408676170,2555.7,"12154636990 ,7404419250 ,1804824233 ,1804824231 ,8859363208 ,8859363209 ,1152187395 ,1905073787 ,1152187367 ,11946842914 ,1804824216 ,1804824237 ,7404509442 ,9140923942 ,5158278051 ,12154621694 ,1804824245 ,12154642419 ,5158278049 ,5158278052 ,314490408 ,12154621688 ,314490472 ,314490646 ,1912289074 ,12542573675 ,314490845 ,314490750 ,314490751 ,765636987 ,12154641851 ,264257850 ,12154637775 ,765640496 ,11942026399 ,11922434311 ,314485516 ,317123561 ,314483040 ,7150394559 ,9236554821 ,30948683 ,317123325 ,1551144094 ,10823604335 ,11942026409 ,11944380124 ,5196080973 ,26931600 ,5196080974 ,5196080970 ,10823604334 ,30948680 ,314498921 ,7346752794 ,7824606361 ,9128520138 ,9408697681 ,9408676172 ,2245992564 ,29960476 ,2245992526 ,9408676170"
A038,3682,2000,12154636990,12200070399,1616.91,"12154636990 ,2259845481 ,1655360423 ,2259845471 ,12154656324 ,12000329780 ,12154652311 ,7404453046 ,1655360417 ,8086108748 ,1655360425 ,1655360427 ,1655360421 ,12000329779 ,1655360429 ,1655360418 ,4052201489 ,1152187407 ,1849856641 ,1152187386 ,12000329778 ,1849856664 ,11943548000 ,1888136074 ,1849856649 ,1849856637 ,1888240414 ,11943548001 ,1849856635 ,1888240409 ,1849856638 ,1888240408 ,11943548002 ,11944380126 ,1888250140 ,12200069577 ,12000329777 ,10747538037 ,1453758764 ,1901951715 ,9406051241 ,12200070399"
A039,3685,2000,12200070378,12200070399,351.65,"12200070378 ,1833972829 ,10740306724 ,1655366138 ,12200069584 ,12200069574 ,1655366140 ,1655367883 ,12200069576 ,1655367877 ,1655367899 ,12130721158 ,1454533495 ,9406051239 ,12198918980 ,1453758596 ,1453758839 ,1453758680 ,1453758712 ,12200070399"
A040,3682,3685,12154636990,12200070378,1968.56,"12154636990 ,2259845481 ,1655360423 ,2259845471 ,12154656324 ,12000329780 ,12154652311 ,7404453046 ,1655360417 ,8086108748 ,1655360425 ,1655360427 ,1655360421 ,12000329779 ,1655360429 ,1655360418 ,4052201489 ,1152187407 ,1849856641 ,1152187386 ,12000329778 ,1849856664 ,11943548000 ,1888136074 ,1849856649 ,1849856637 ,1888240414 ,11943548001 ,1849856635 ,1888240409 ,1849856638 ,1888240408 ,11943548002 ,11944380126 ,1888250140 ,12200069577 ,12000329777 ,10747538037 ,1453758764 ,1901951715 ,9406051241 ,12200070399 ,1453758712 ,1453758680 ,1453758839 ,1453758596 ,12198918980 ,9406051239 ,1454533495 ,12130721158 ,1655367899 ,1655367877 ,12200069576 ,1655367883 ,1655366140 ,12200069574 ,12200069584 ,1655366138 ,10740306724 ,1833972829 ,12200070378"
A041,3127,3804,21643788,21650937,3572.7,"21643788 ,9903079370 ,730609224 ,1607261654 ,11056069474 ,10292893185 ,311423377 ,5882991965 ,311423168 ,9322934794 ,1928250409 ,1928250412 ,1928250457 ,1928250463 ,1928250434 ,1928250460 ,1837365556 ,311423082 ,314463395 ,311421896 ,1837365553 ,314462731 ,311421871 ,311421660 ,314459319 ,311421607 ,311421625 ,314457049 ,311421389 ,7824909117 ,311421321 ,9357104151 ,311418684 ,12682516665 ,311418682 ,311418681 ,311418680 ,311418796 ,311418679 ,462819018 ,311418678 ,264824421 ,7466171519 ,264824422 ,21643749 ,7466171520 ,1921013080 ,4682862161 ,4177423694 ,617552028 ,617552027 ,617552026 ,617552025 ,617552024 ,617552023 ,617552022 ,617552021 ,617552020 ,264824564 ,1485397834 ,28889614 ,28889613 ,264829875 ,28889612 ,255023662 ,11418920653 ,255023663 ,21650911 ,255023664 ,5624352117 ,21650913 ,5624352120 ,21650915 ,2252961768 ,21650937"
A042,3804,3122,21650937,21643749,1123.14,"21643749 ,7466171520 ,1921013080 ,4682862161 ,4177423694 ,617552028 ,617552027 ,617552026 ,617552025 ,617552024 ,617552023 ,617552022 ,617552021 ,617552020 ,264824564 ,1485397834 ,28889614 ,28889613 ,264829875 ,28889612 ,255023662 ,11418920653 ,255023663 ,21650911 ,255023664 ,5624352117 ,21650913 ,5624352120 ,21650915 ,2252961768 ,21650937"
A043,3812,4272,9279635959,12193565446,1524.37,"9279635959 ,4231827895 ,392645299 ,4568424048 ,9411746370 ,4231826470 ,392645141 ,4231826447 ,8455305447 ,311436477 ,1014404667 ,1014404632 ,4682842667 ,9411646967 ,3814717946 ,9411646968 ,3812217470 ,312678759 ,4231826439 ,7824664785 ,4231826442 ,2300311978 ,3812220557 ,311436421 ,4682831044 ,4682831041 ,9411668922 ,4681504431 ,4681504432 ,9411504786 ,4682831039 ,4681504438 ,3524371522 ,7387295443 ,9411423143 ,9411446204 ,2252975135 ,12039406977 ,12039406976 ,12039406972 ,4214707570 ,29895621 ,4214707569 ,4214707568 ,1457628509 ,3040304733 ,6583481162 ,9279636043 ,311441100 ,7309884593 ,2253461870 ,4214707565 ,10187215406 ,4214707563 ,255023764 ,311441023 ,396982385 ,12136574286 ,12136574469 ,12136574283 ,304960317 ,12193571504 ,9350183818 ,311441745 ,12000353273 ,262923416 ,304961150 ,304960980 ,311441832 ,304960888 ,9411402515 ,21643807 ,12193565446"
A044,3812,4043,9279635959,12133740668,1932.22,"9279635959 ,1920193438 ,11418920629 ,9411767645 ,9411767632 ,21650923 ,9411767630 ,9411767644 ,9411767646 ,9411767631 ,312427159 ,392644983 ,9411746392 ,4568424049 ,2254467854 ,21650930 ,4231827898 ,9279635954 ,392644875 ,9411686780 ,392644828 ,12171321970 ,392644829 ,392644830 ,9411686783 ,12171321969 ,9411686781 ,9411777052 ,12167942232 ,12167942233 ,1890943736 ,312679141 ,312678889 ,12167942198 ,2276369663 ,312678859 ,30002186 ,312679136 ,311442177 ,12136574699 ,312679155 ,311442458 ,312679159 ,311442445 ,3559815031 ,312679222 ,312679444 ,12167725524 ,21643719 ,12167725632 ,312680045 ,1890943740 ,312680940 ,1326074423 ,4568424046 ,312680864 ,9231397993 ,9128520160 ,5673568003 ,9359895003 ,12133740668"
A045,4272,3812,12193565446,9279635959,1524.37,"12193565446 ,21643807 ,9411402515 ,304960888 ,311441832 ,304960980 ,304961150 ,262923416 ,12000353273 ,311441745 ,9350183818 ,12193571504 ,304960317 ,12136574283 ,12136574469 ,12136574286 ,396982385 ,311441023 ,255023764 ,4214707563 ,10187215406 ,4214707565 ,2253461870 ,7309884593 ,311441100 ,9279636043 ,6583481162 ,3040304733 ,1457628509 ,4214707568 ,4214707569 ,29895621 ,4214707570 ,12039406972 ,12039406976 ,12039406977 ,2252975135 ,9411446204 ,9411423143 ,7387295443 ,3524371522 ,4681504438 ,4682831039 ,9411504786 ,4681504432 ,4681504431 ,9411668922 ,4682831041 ,4682831044 ,311436421 ,3812220557 ,2300311978 ,4231826442 ,7824664785 ,4231826439 ,312678759 ,3812217470 ,9411646968 ,3814717946 ,9411646967 ,4682842667 ,1014404632 ,1014404667 ,311436477 ,8455305447 ,4231826447 ,392645141 ,4231826470 ,9411746370 ,4568424048 ,392645299 ,4231827895 ,9279635959"
A046,3812,3804,9279635959,21650937,813.43,"9279635959 ,1920193438 ,11418920629 ,9411767645 ,9411767632 ,21650923 ,9411767630 ,9411767644 ,9411767646 ,9411767631 ,312427159 ,392644983 ,9411746392 ,4568424049 ,2254467854 ,21650930 ,392645299 ,4568424048 ,9411746370 ,4231826470 ,392645141 ,4231826447 ,8455305447 ,9411668926 ,11273397450 ,11418920619 ,11418920620 ,8455305422 ,8455305440 ,8455281110 ,311436509 ,311436517 ,11418920623 ,11418920624 ,11418920625 ,11418920626 ,11418920622 ,6294871851 ,2252961817 ,311436519 ,21650937"
A047,4030,2825,9167202758,3653386435,1353.07,"9167202758 ,10558599235 ,10558599229 ,9167202788 ,9167202789 ,2407772783 ,470755762 ,2407795363 ,11016980001 ,10558599231 ,11016983413 ,11016983412 ,11016983411 ,476257254 ,2247951179 ,279115060 ,2247951187 ,279115059 ,4679485408 ,347261791 ,10825660946 ,347261765 ,6207452797 ,339612139 ,347261738 ,6207204080 ,279115057 ,11397870869 ,11397870868 ,279115056 ,11397870867 ,279115055 ,11397870866 ,11397871022 ,279115054 ,11397871021 ,279115053 ,279115052 ,279115051 ,11397870930 ,11397870931 ,279114727 ,279114726 ,11397870935 ,11397870936 ,279114350 ,11397870937 ,279114349 ,279114348 ,279114347 ,279114346 ,279116257 ,11397870951 ,279114345 ,279114344 ,279114343 ,11397870952 ,279114342 ,11397871129 ,11397871127 ,4193334598 ,11397871130 ,11397870953 ,279113062 ,11397870954 ,279113061 ,11397870955 ,279113060 ,11397870956 ,279113059 ,279113058 ,3653386435"
A048,4030,4032,9167202758,11393426883,905.86,"11393426883 ,4060979730 ,11393426838 ,7406048774 ,11393426839 ,8163706728 ,1622867372 ,8163693314 ,8163706717 ,313155559 ,313140425 ,4889662613 ,313155496 ,5226069385 ,12169535081 ,3917943298 ,5226078424 ,313158062 ,279115365 ,2407772775 ,10558599234 ,279115366 ,11016983414 ,11016983415 ,10558599236 ,10558599238 ,10558599231 ,11016980001 ,2407795363 ,470755762 ,2407772783 ,9167202789 ,9167202788 ,10558599229 ,10558599235 ,9167202758"
A049,4032,4321,11393426883,247297077,1321.59,"11393426883 ,21643803 ,11393426855 ,1608519172 ,4060979731 ,5315879311 ,11393426809 ,3917943293 ,310000683 ,310001358 ,310000716 ,310001010 ,21643779 ,310001366 ,9070324668 ,11391881168 ,310001082 ,11391881165 ,310001084 ,470768105 ,4679488612 ,4679488610 ,4679488618 ,9070324677 ,5711910314 ,11017128803 ,1488092594 ,277369834 ,1488092590 ,11017146414 ,11455340316 ,4204671720 ,2247674851 ,11455340315 ,247297078 ,1488092578 ,4204671692 ,277369879 ,277369878 ,277369877 ,4204671721 ,12101835931 ,1488046391 ,4204671722 ,12101835930 ,2407823612 ,277369885 ,4204671693 ,1488046406 ,277369884 ,11017146434 ,277369883 ,1488046397 ,11017146433 ,247297077"
A050,4032,4030,11393426883,9167202758,905.86,"11393426883 ,4060979730 ,11393426838 ,7406048774 ,11393426839 ,8163706728 ,1622867372 ,8163693314 ,8163706717 ,313155559 ,313140425 ,4889662613 ,313155496 ,5226069385 ,12169535081 ,3917943298 ,5226078424 ,313158062 ,279115365 ,2407772775 ,10558599234 ,279115366 ,11016983414 ,11016983415 ,10558599236 ,10558599238 ,10558599231 ,11016980001 ,2407795363 ,470755762 ,2407772783 ,9167202789 ,9167202788 ,10558599229 ,10558599235 ,9167202758"
A051,4034,4032,4326585007,11393426883,1073.18,"4326585007 ,12229404834 ,7406122238 ,12102617981 ,11649391534 ,311900985 ,311901379 ,12035220870 ,313139919 ,12102617982 ,462854827 ,247297070 ,462866458 ,313139413 ,462855979 ,21643809 ,313248453 ,12035220675 ,310001316 ,313140000 ,310001359 ,313249065 ,310001363 ,7406048773 ,4060979733 ,11393426884 ,21643803 ,11393426883"
A052,4034,4035,4326585007,12193947239,782.36,"4326585007 ,11649391530 ,4142788511 ,29936554 ,4142788513 ,2267850117 ,9085153995 ,3238961709 ,2267850112 ,2267850114 ,2267850113 ,2267848088 ,2267848035 ,304705286 ,11649391437 ,304705474 ,11649391433 ,11649391417 ,304704695 ,304705553 ,11649391430 ,7430434638 ,304704893 ,12193947229 ,12193947226 ,2414443005 ,21643796 ,304704823 ,7430434640 ,1928226015 ,12102617980 ,7302035202 ,12193947239"
A053,4034,4324,4326585007,21643772,2015.98,"4326585007 ,11649391530 ,4142788511 ,29936554 ,11649391528 ,4326585008 ,12035221175 ,4142788490 ,10671969992 ,311901127 ,7406122239 ,29960343 ,2245577417 ,11649391565 ,304705278 ,11649391563 ,7824914391 ,304705227 ,11649391508 ,7824909161 ,11395293665 ,12039297385 ,309975117 ,2815396513 ,2245577418 ,11066524945 ,304705215 ,2815396505 ,309975281 ,309975083 ,304704681 ,2245577415 ,309975063 ,12169514677 ,29960342 ,304704449 ,309972751 ,2245577416 ,304704443 ,2938998243 ,304704440 ,8808355492 ,2080740191 ,309972045 ,309972112 ,12039297386 ,304704429 ,7404806011 ,7404806010 ,309971000 ,9832354940 ,21643772"
A054,4266,4035,12212736700,12193947239,2068.76,"12212736700 ,11651397062 ,12212736699 ,11651397063 ,9832354057 ,5415776705 ,311412174 ,2170492154 ,730619650 ,346140954 ,5217591485 ,270667693 ,346141005 ,10585448686 ,2171162549 ,12548463165 ,2171162526 ,246707521 ,12548463163 ,2938998293 ,11785018320 ,1196188723 ,11785018319 ,304715768 ,346139686 ,304715774 ,304763474 ,304715767 ,346140326 ,7406255254 ,1800095334 ,7957744338 ,12548618460 ,12193945358 ,12193945362 ,1800095333 ,7957744340 ,7957744339 ,1889485053 ,11648874758 ,12193945357 ,7406255255 ,346140389 ,12548657218 ,12193945354 ,10899456739 ,5927461916 ,12548657223 ,12548657234 ,12548657220 ,346140238 ,12548657221 ,12548657219 ,304704771 ,12193945389 ,346139303 ,12193945393 ,617555647 ,12193947014 ,6345037870 ,12193947012 ,304763575 ,6344975209 ,12020101399 ,304764297 ,304704854 ,12193947109 ,304764191 ,12193947111 ,304763735 ,12193947112 ,12193947113 ,12193947234 ,304763715 ,12193947235 ,264823655 ,264823656 ,9128520145 ,1928225936 ,12193947240 ,30221051 ,12193947268 ,2267848069 ,12193947237 ,12193947239"
A055,4035,3120,12193947239,5240477277,459.75,"5240477277 ,7404350146 ,304763670 ,12102617979 ,311413520 ,304763530 ,7302035200 ,311416288 ,3537284393 ,7302035201 ,264823821 ,264823663 ,12193947238 ,1889480121 ,12193947237 ,12193947239"
A056,3122,4035,21643749,12193947239,1094.73,"21643749 ,311414300 ,10825640071 ,311407414 ,311416237 ,1562154247 ,311407551 ,1562154246 ,311413225 ,311413580 ,311416277 ,311413465 ,311413466 ,311413467 ,10211256890 ,311416596 ,10211256885 ,1928226005 ,2267848064 ,7302035201 ,264823821 ,264823663 ,12193947238 ,1889480121 ,12193947237 ,12193947239"
A057,4040,3120,9411446211,5240477277,1134.53,"9411446211 ,12039406978 ,12039406973 ,9411446212 ,1457634961 ,9411423142 ,6662964763 ,4142857471 ,3842075387 ,2953713813 ,1921021593 ,1428953427 ,2953713783 ,1428953428 ,6672790746 ,6679687527 ,21650912 ,10187215435 ,6679687531 ,255024009 ,2958150606 ,1921013073 ,2267848095 ,2267848091 ,255023900 ,311404663 ,9497303822 ,8173459016 ,1723972597 ,9497303823 ,21643786 ,311405946 ,311407764 ,7404318645 ,7404318646 ,311407840 ,311409369 ,12102617976 ,12102617978 ,12102617977 ,5240477278 ,21643700 ,5240477277"
A058,4040,3812,9411446211,9279635959,726.59,"9411446211 ,12039406978 ,12039406973 ,12039406974 ,12039406975 ,12039406972 ,12039406976 ,12039406977 ,2252975135 ,9411446204 ,9411423143 ,7387295443 ,3524371522 ,4681504438 ,4682831039 ,9411504786 ,4681504432 ,4681504431 ,9411668922 ,4682831041 ,4682831044 ,311436421 ,3812220557 ,2300311978 ,4231826442 ,7824664785 ,4231826439 ,312678759 ,3812217470 ,9411646968 ,3814717946 ,9411646967 ,4682842667 ,1014404632 ,1014404667 ,311436477 ,8455305447 ,4231826447 ,392645141 ,4231826470 ,9411746370 ,4568424048 ,392645299 ,4231827895 ,9279635959"
A059,4040,3804,9411446211,21650937,628.31,"9411446211 ,12039406978 ,12039406973 ,12039406974 ,12039406975 ,12039406972 ,9411463824 ,1457634953 ,9411446207 ,8954180866 ,7824640896 ,7824640897 ,313369311 ,4231826450 ,4681504436 ,3374157976 ,9411488345 ,3374157958 ,311436268 ,9411529100 ,9411488344 ,4681513147 ,311436437 ,4231826486 ,311436258 ,311436478 ,311436242 ,311436519 ,21650937"
A060,4040,3122,9411446211,21643749,1675.41,"9411446211 ,12039406978 ,12039406973 ,9411446212 ,1457634961 ,9411423142 ,6662964763 ,4142857471 ,3842075387 ,2953713813 ,1921021593 ,1428953427 ,2953713783 ,1428953428 ,6672790746 ,6679687527 ,21650912 ,10187215435 ,6679687531 ,255024009 ,2958150606 ,1921013073 ,2267848095 ,2267848091 ,255023900 ,311404663 ,4142788517 ,9497286104 ,6679601865 ,1723976477 ,934447238 ,311406316 ,934447240 ,311406506 ,311404895 ,311404898 ,617552040 ,311404900 ,9322934798 ,1723976476 ,311404901 ,617552054 ,617552053 ,617552052 ,617552051 ,311405041 ,617552050 ,617552049 ,617552048 ,311405042 ,311405796 ,311407292 ,617552023 ,617552024 ,617552025 ,617552026 ,617552027 ,617552028 ,4177423694 ,4682862161 ,1921013080 ,7466171520 ,21643749"
A061,4266,4040,12212736700,9411446211,1400.34,"12212736700 ,11651397062 ,12212736697 ,11651397064 ,2170492258 ,9832354854 ,995942528 ,311411487 ,6662866332 ,6662866342 ,11781689476 ,11781689478 ,11781689480 ,11781689482 ,11781689484 ,6662866379 ,11651397066 ,12548777819 ,12548777820 ,1920971268 ,12548777821 ,8813726390 ,12548777822 ,1920971269 ,1920971271 ,11781685383 ,1920986022 ,21643690 ,11651582870 ,1014404631 ,304956602 ,1921021592 ,11781623629 ,11651582894 ,21643667 ,11781687076 ,21643688 ,11781650358 ,4641985524 ,11781654331 ,11651582900 ,21643695 ,11781650356 ,6993586666 ,12022618317 ,4641985522 ,9279636049 ,346142728 ,28889324 ,304956842 ,415139775 ,2953713804 ,396983863 ,10164180040 ,1360050026 ,9411367152 ,255023762 ,9411367151 ,7287714684 ,9289619201 ,9411369706 ,1457634955 ,9411446211"
A062,4040,4043,9411446211,12133740668,1615.07,"9411446211 ,12039406978 ,12039406973 ,4214707567 ,29895621 ,4214707571 ,4214707573 ,4214707574 ,9411446201 ,3040304734 ,4133111086 ,12039406979 ,7309884594 ,2253486745 ,12136574450 ,311440978 ,12136574456 ,3524371525 ,21643703 ,3559815030 ,311441298 ,11273397467 ,312678840 ,12102617975 ,12102617974 ,7325692673 ,9411777036 ,9411777048 ,21650936 ,9411777045 ,9411777038 ,7205350224 ,3374154724 ,7325692674 ,312678859 ,30002186 ,312679136 ,311442177 ,12136574699 ,312679155 ,311442458 ,312679159 ,311442445 ,3559815031 ,312679222 ,312679444 ,12167725524 ,21643719 ,12167725632 ,312680045 ,1890943740 ,312680940 ,1326074423 ,4568424046 ,312680864 ,9231397993 ,9128520160 ,5673568003 ,9359895003 ,12133740668"
A063,4043,970,12133740668,9242283050,5190.1,"9242283050 ,12200070294 ,9242283052 ,3329752950 ,3329752956 ,28175468 ,10747543086 ,1655379418 ,10747542950 ,12200070344 ,10747542949 ,10747542948 ,10747542947 ,12200070343 ,10747542946 ,10142792595 ,12200070336 ,12200070316 ,256668496 ,12200070237 ,12200070239 ,12200070291 ,12200070238 ,12200070244 ,12200070226 ,12200070225 ,256668538 ,12200070224 ,12200070223 ,12200070222 ,12200070221 ,12200070208 ,256668553 ,12200070261 ,12200070170 ,256668552 ,12187741851 ,12187741855 ,12187741869 ,12187741859 ,12187741856 ,256668533 ,12187741857 ,12187741865 ,12187741841 ,12187741842 ,1893309766 ,12200070165 ,256678232 ,12200070164 ,12187742035 ,1919642799 ,12187741992 ,1387184668 ,12187741920 ,12187741921 ,256678245 ,1387184654 ,12187741986 ,256678237 ,256678259 ,12187741987 ,256678101 ,29764445 ,256678120 ,1746413210 ,1746413205 ,73117933 ,1746413185 ,1746413220 ,1746413221 ,1746413195 ,1746413177 ,1746413181 ,312944250 ,1746413183 ,1746413197 ,1746413191 ,1746413184 ,29764437 ,12199530074 ,1746413219 ,312944361 ,1739905154 ,312944251 ,1739905182 ,1739905187 ,1746249365 ,73116068 ,1746555928 ,312944398 ,1746555889 ,1746555932 ,1746555973 ,256679037 ,1746555938 ,12187742049 ,256679057 ,12187742050 ,12187742061 ,256679113 ,12187742062 ,12187742063 ,12187742064 ,256679114 ,12187742065 ,12187742066 ,12199525549 ,12199529602 ,1838757418 ,708578114 ,12199525581 ,12199525546 ,12199525545 ,256679061 ,12199525544 ,614531990 ,12199525543 ,614531989 ,614532002 ,12199525531 ,12199525530 ,273758522 ,12199525529 ,614532120 ,12199525526 ,12199525527 ,614533230 ,614533037 ,12199525540 ,12199525525 ,614533049 ,12199525524 ,1890931464 ,614533050 ,1454688041 ,8173458990 ,1890931459 ,10747514684 ,2975323012 ,2185303499 ,9888642484 ,9359919807 ,338859264 ,73108589 ,12171865826 ,9359919806 ,7429864446 ,310682737 ,1454703645 ,1454703655 ,4264566388 ,273759522 ,12171865656 ,1454703658 ,10118163309 ,12000080387 ,2324025401 ,309625885 ,309626001 ,309625811 ,7428918610 ,9359898279 ,12134478449 ,28829623 ,12134478446 ,9359898277 ,9359898278 ,7428918609 ,309626721 ,309626719 ,309626616 ,444664520 ,309626736 ,9499321653 ,312656660 ,309626774 ,312657237 ,309626804 ,444664521 ,10740505223 ,312680105 ,315988177 ,10740505208 ,315988431 ,28829624 ,10740505240 ,10740505259 ,1326074421 ,9128520167 ,9359895001 ,12133740673 ,4122894840 ,21643702 ,12133740668"
A064,4272,4043,12193565446,12133740668,2386.41,"12193565446 ,21643807 ,2252961824 ,12136573653 ,9411402516 ,644625130 ,338859209 ,311443542 ,311443461 ,311441686 ,9411406817 ,513459830 ,9411406818 ,3768774353 ,28829639 ,12136574297 ,28829638 ,311441925 ,311443249 ,12095329693 ,28829637 ,311443274 ,311442207 ,12095329689 ,311443372 ,311442242 ,28829636 ,28829635 ,9411406819 ,513459671 ,9411406820 ,28829630 ,11449670545 ,312680361 ,12095329685 ,12095329679 ,12095329680 ,12095329675 ,939178751 ,12167709041 ,939178718 ,12167709050 ,939178715 ,312680554 ,12167709043 ,312680462 ,312680963 ,12167709091 ,12167725573 ,12167725555 ,312680960 ,12167725603 ,12167725567 ,12167725566 ,312680893 ,12167725565 ,12167725564 ,312680892 ,12167725602 ,312680882 ,9979004821 ,9979004822 ,10740505069 ,9128520169 ,12167725644 ,2276369642 ,312680864 ,9231397993 ,9128520160 ,5673568003 ,9359895003 ,12133740668"
A065,3180,4051,11571571941,7888965026,1550.35,"7888965026 ,11017120489 ,470750020 ,11017120490 ,11017120491 ,11017120492 ,470750019 ,7346232460 ,470749721 ,476257259 ,470750018 ,470750017 ,11017120502 ,11017120501 ,11017120503 ,11017120500 ,7888965028 ,3224360159 ,11017120504 ,11017122005 ,11017122006 ,11017122007 ,4211625360 ,3224360160 ,4211625320 ,2248026513 ,470751228 ,317497236 ,317341970 ,4211625333 ,4211625334 ,3963177127 ,317497234 ,317342242 ,2248026496 ,60174001 ,317342357 ,60174000 ,317497230 ,317342710 ,470735165 ,317497227 ,317342732 ,4211625317 ,4211625324 ,5213980754 ,317342775 ,2248026482 ,317342858 ,317497175 ,317343237 ,2248026478 ,11566571371 ,11557766863 ,11557766864 ,317343472 ,11566571372 ,11571571951 ,317343496 ,797740893 ,11571571941"
A066,4051,4030,7888965026,9167202758,767.55,"7888965026 ,11017120489 ,470750020 ,11017120490 ,11017120491 ,11017120492 ,470750019 ,7346232460 ,470749721 ,476257259 ,470750018 ,470750017 ,11017122008 ,11017120473 ,7888965027 ,7346232458 ,11017120498 ,11017120499 ,11017122011 ,4211625358 ,11017122012 ,29963928 ,2248026493 ,11017120478 ,11017120479 ,2248026514 ,11017120480 ,277377117 ,11017120481 ,11017122013 ,11017122014 ,277370226 ,313157627 ,4211625325 ,313157350 ,470751936 ,4211625355 ,313156997 ,4211625321 ,3963218613 ,2407795357 ,4679485402 ,2407772766 ,2247951177 ,9167202754 ,2247951198 ,11016983419 ,11016983420 ,10558599237 ,10558599231 ,11016980001 ,2407795363 ,470755762 ,2407772783 ,9167202789 ,9167202788 ,10558599229 ,10558599235 ,9167202758"
A067,4051,4032,7888965026,11393426883,1502.75,"7888965026 ,11017120489 ,470750020 ,11017120490 ,11017120491 ,11017120492 ,470750019 ,7346232460 ,470749721 ,476257259 ,470750018 ,470750017 ,11017122008 ,11017120473 ,7888965027 ,7346232458 ,11017120498 ,11017120499 ,11017122011 ,4211625358 ,11017122012 ,29963928 ,2248026493 ,11017120478 ,11017120479 ,2248026514 ,11017120480 ,277377117 ,11017120481 ,11017122013 ,11017122014 ,277370226 ,313157627 ,4211625325 ,313157350 ,470751936 ,4211625355 ,313156997 ,4211625321 ,3963218613 ,2407795357 ,4679485402 ,2407772766 ,2247951177 ,9167202754 ,2247951198 ,11016983419 ,11016983420 ,10558599237 ,10558599231 ,10558599238 ,10558599236 ,11016983415 ,11016983414 ,279115366 ,10558599234 ,2407772775 ,279115365 ,313158062 ,5226078424 ,3917943298 ,12169535081 ,5226069385 ,313155496 ,4889662613 ,313140425 ,313155559 ,8163706717 ,8163693314 ,1622867372 ,8163706728 ,11393426839 ,7406048774 ,11393426838 ,4060979730 ,11393426883"
A068,4057,3180,5010888883,11571571941,1773.61,"5010888883 ,3049784557 ,3049784552 ,12193298151 ,317496719 ,10695858491 ,317497246 ,317496855 ,317492137 ,317497289 ,317497291 ,347432325 ,317497171 ,317497225 ,317492202 ,317497178 ,9085310209 ,4211625328 ,4211625327 ,60173995 ,11017139246 ,11571571942 ,11017139225 ,11017139224 ,797740844 ,797740891 ,2248057934 ,11017139237 ,4211625370 ,60173996 ,317343237 ,2248026478 ,11566571371 ,11557766863 ,11557766864 ,317343472 ,11566571372 ,11571571951 ,317343496 ,797740893 ,11571571941"
